panel,row,column,assets,factors,red,green,blue
5,6,7,400,8,255,209,70
5,6,8,400,9,255,205,69
5,6,9,400,10,255,209,71
5,6,10,400,11,255,206,70
5,7,0,450,1,58,92,177
5,7,1,450,2,58,196,190
5,7,2,450,3,155,202,75
5,7,3,450,4,118,200,102
5,7,4,450,5,100,197,117
5,7,5,450,6,100,197,117
5,7,6,450,7,129,201,93
5,7,7,450,8,255,213,71
5,7,8,450,9,255,217,71
5,7,9,450,10,255,209,71
5,7,10,450,11,255,201,71
5,8,0,500,1,58,90,175
5,8,1,500,2,53,189,220
5,8,2,500,3,157,202,72
5,8,3,500,4,122,200,97
5,8,4,500,5,102,197,115
5,8,5,500,6,107,198,111
5,8,6,500,7,107,198,111
5,8,7,500,8,205,192,58
5,8,8,500,9,255,204,70
5,8,9,500,10,255,204,70
5,8,10,500,11,255,209,71
5,9,0,550,1,56,88,175
5,9,1,550,2,56,175,226
5,9,2,550,3,138,203,86
5,9,3,550,4,107,198,111
5,9,4,550,5,98,197,120
5,9,5,550,6,102,197,113
5,9,6,550,7,102,197,115
5,9,7,550,8,157,202,72
5,9,8,550,9,255,217,70
5,9,9,550,10,254,219,71
5,9,10,550,11,255,218,71
5,10,0,600,1,56,88,175
5,10,1,600,2,62,151,210
5,10,2,600,3,122,200,97
5,10,3,600,4,95,197,121
5,10,4,600,5,87,196,134
5,10,5,600,6,100,197,117
5,10,6,600,7,98,197,120
5,10,7,600,8,120,200,100
5,10,8,600,9,122,200,97
5,10,9,600,10,252,221,70
5,10,10,600,11,253,222,69
5,11,0,650,1,55,87,174
5,11,1,650,2,57,110,188
5,11,2,650,3,100,197,117
5,11,3,650,4,81,196,142
5,11,4,650,5,77,195,147
5,11,5,650,6,83,196,137
5,11,6,650,7,79,196,143
5,11,7,650,8,148,203,79
5,11,8,650,9,172,200,66
5,11,9,650,10,255,212,71
5,11,10,650,11,255,212,71
5,12,0,700,1,56,86,174
5,12,1,700,2,59,99,181
5,12,2,700,3,108,198,109
5,12,3,700,4,84,195,134
5,12,4,700,5,83,196,140
5,12,5,700,6,89,196,131
5,12,6,700,7,83,196,137
5,12,7,700,8,112,199,104
5,12,8,700,9,146,204,83
5,12,9,700,10,255,194,71
5,12,10,700,11,255,198,71
5,13,0,750,1,55,85,173
5,13,1,750,2,58,90,175
5,13,2,750,3,102,197,112
5,13,3,750,4,81,196,142
5,13,4,750,5,81,196,142
5,13,5,750,6,91,196,129
5,13,6,750,7,83,196,139
5,13,7,750,8,122,200,97
5,13,8,750,9,122,200,97
5,13,9,750,10,236,186,57
5,13,10,750,11,241,184,58
5,14,0,800,1,55,85,173
5,14,1,800,2,54,83,171
5,14,2,800,3,102,197,115
5,14,3,800,4,79,196,143
5,14,4,800,5,78,196,149
5,14,5,800,6,83,196,137
5,14,6,800,7,75,195,150
5,14,7,800,8,100,197,117
5,14,8,800,9,98,197,120
5,14,9,800,10,211,191,58
5,14,10,800,11,208,191,58
5,15,0,850,1,55,85,173
5,15,1,850,2,49,71,165
5,15,2,850,3,95,197,124
5,15,3,850,4,74,196,155
5,15,4,850,5,71,196,164
5,15,5,850,6,76,196,153
5,15,6,850,7,68,196,169
5,15,7,850,8,71,196,165
5,15,8,850,9,70,196,166
5,15,9,850,10,221,187,56
5,15,10,850,11,219,190,56
5,16,0,900,1,55,85,173
5,16,1,900,2,45,60,160
5,16,2,900,3,93,197,126
5,16,3,900,4,72,196,158
5,16,4,900,5,70,196,166
5,16,5,900,6,74,196,155
5,16,6,900,7,68,196,169
5,16,7,900,8,71,196,164
5,16,8,900,9,71,196,164
5,16,9,900,10,189,196,63
5,16,10,900,11,200,193,59
5,17,0,950,1,55,83,172
5,17,1,950,2,39,50,154
5,17,2,950,3,91,196,131
5,17,3,950,4,71,196,164
5,17,4,950,5,67,197,170
5,17,5,950,6,72,196,157
5,17,6,950,7,67,197,172
5,17,7,950,8,67,196,174
5,17,8,950,9,67,196,174
5,17,9,950,10,184,197,63
5,17,10,950,11,176,199,66
6,0,0,100,1,39,50,154
6,0,1,100,2,251,183,65
6,0,2,100,3,255,190,65
6,0,3,100,4,248,229,74
6,0,4,100,5,249,207,71
6,0,5,100,6,248,230,76
6,0,6,100,7,248,230,76
6,0,7,100,8,247,229,74
6,0,8,100,9,247,229,74
6,0,9,100,10,247,229,74
6,0,10,100,11,248,230,76
6,1,0,150,1,39,50,154
6,1,1,150,2,177,198,64
6,1,2,150,3,255,196,71
6,1,3,150,4,250,229,73
6,1,4,150,5,248,230,78
6,1,5,150,6,248,230,76
6,1,6,150,7,248,230,75
6,1,7,150,8,248,230,76
6,1,8,150,9,249,230,74
6,1,9,150,10,249,230,74
6,1,10,150,11,249,230,74
6,2,0,200,1,39,50,154
6,2,1,200,2,122,200,97
6,2,2,200,3,255,190,71
6,2,3,200,4,251,225,71
6,2,4,200,5,248,230,75
6,2,5,200,6,248,229,74
6,2,6,200,7,250,229,73
6,2,7,200,8,248,229,74
6,2,8,200,9,248,230,75
6,2,9,200,10,248,230,76
6,2,10,200,11,248,230,76
6,3,0,250,1,39,50,154
6,3,1,250,2,83,196,137
6,3,2,250,3,255,200,71
6,3,3,250,4,250,228,71
6,3,4,250,5,250,229,71
6,3,5,250,6,250,228,71
6,3,6,250,7,250,229,71
6,3,7,250,8,253,224,72
6,3,8,250,9,251,225,71
6,3,9,250,10,251,225,71
6,3,10,250,11,251,225,71
6,4,0,300,1,39,50,154
6,4,1,300,2,59,196,187
6,4,2,300,3,255,183,70
6,4,3,300,4,251,227,72
6,4,4,300,5,254,219,71
6,4,5,300,6,253,224,72
6,4,6,300,7,253,222,69
6,4,7,300,8,248,229,74
6,4,8,300,9,248,229,74
6,4,9,300,10,250,229,71
6,4,10,300,11,248,230,75
6,5,0,350,1,40,53,155
6,5,1,350,2,52,190,213
6,5,2,350,3,244,184,60
6,5,3,350,4,253,224,72
6,5,4,350,5,253,224,72
6,5,5,350,6,253,224,72
6,5,6,350,7,251,225,71
6,5,7,350,8,254,219,71
6,5,8,350,9,250,228,71
6,5,9,350,10,251,227,72
6,5,10,350,11,251,227,72
6,6,0,400,1,40,53,155
6,6,1,400,2,54,175,225
6,6,2,400,3,208,191,58
6,6,3,400,4,253,224,72
6,6,4,400,5,250,228,71
6,6,5,400,6,250,229,71
6,6,6,400,7,250,229,73
6,6,7,400,8,248,229,74
6,6,8,400,9,248,229,74
6,6,9,400,10,248,230,76
6,6,10,400,11,248,230,78
6,7,0,450,1,40,53,155
6,7,1,450,2,62,156,214
6,7,2,450,3,163,201,70
6,7,3,450,4,251,225,71
6,7,4,450,5,250,228,71
6,7,5,450,6,250,229,73
6,7,6,450,7,250,229,71
6,7,7,450,8,250,229,73
6,7,8,450,9,250,229,73
6,7,9,450,10,250,229,73
6,7,10,450,11,250,229,73
6,8,0,500,1,40,53,155
6,8,1,500,2,59,128,196
6,8,2,500,3,120,200,100
6,8,3,500,4,254,219,71
6,8,4,500,5,250,228,71
6,8,5,500,6,250,229,73
6,8,6,500,7,248,229,74
6,8,7,500,8,248,229,74
6,8,8,500,9,248,229,74
6,8,9,500,10,248,229,74
6,8,10,500,11,248,229,74
6,9,0,550,1,42,55,157
6,9,1,550,2,57,114,189
6,9,2,550,3,95,197,121
6,9,3,550,4,255,218,71
6,9,4,550,5,251,227,72
6,9,5,550,6,250,229,73
6,9,6,550,7,248,229,74
6,9,7,550,8,248,229,74
6,9,8,550,9,248,230,75
6,9,9,550,10,248,230,75
6,9,10,550,11,248,230,75
6,10,0,600,1,42,55,157
6,10,1,600,2,60,102,182
6,10,2,600,3,70,196,166
6,10,3,600,4,255,213,71
6,10,4,600,5,253,224,72
6,10,5,600,6,250,229,73
6,10,6,600,7,248,229,74
6,10,7,600,8,250,229,71
6,10,8,600,9,248,229,74
6,10,9,600,10,248,229,74
6,10,10,600,11,248,229,74
6,11,0,650,1,42,55,157
6,11,1,650,2,58,94,177
6,11,2,650,3,58,196,191
6,11,3,650,4,255,204,70
6,11,4,650,5,252,221,70
6,11,5,650,6,250,229,71
6,11,6,650,7,250,229,73
6,11,7,650,8,250,229,73
6,11,8,650,9,248,230,75
6,11,9,650,10,248,230,75
6,11,10,650,11,248,230,75
6,12,0,700,1,42,56,157
6,12,1,700,2,56,88,175
6,12,2,700,3,52,189,217
6,12,3,700,4,255,194,71
6,12,4,700,5,255,217,70
6,12,5,700,6,255,216,71
6,12,6,700,7,251,227,72
6,12,7,700,8,250,228,71
6,12,8,700,9,250,228,71
6,12,9,700,10,248,229,74
6,12,10,700,11,248,229,74
6,13,0,750,1,42,56,157
6,13,1,750,2,55,85,173
6,13,2,750,3,53,177,227
6,13,3,750,4,255,183,72
6,13,4,750,5,255,213,71
6,13,5,750,6,255,213,71
6,13,6,750,7,253,224,72
6,13,7,750,8,250,228,71
6,13,8,750,9,250,229,73
6,13,9,750,10,250,229,73
6,13,10,750,11,250,229,73
6,14,0,800,1,43,58,159
6,14,1,800,2,55,83,172
6,14,2,800,3,58,163,218
6,14,3,800,4,53,181,227
6,14,4,800,5,200,193,59
6,14,5,800,6,255,216,71
6,14,6,800,7,253,222,69
6,14,7,800,8,253,224,72
6,14,8,800,9,251,227,72
6,14,9,800,10,250,229,73
6,14,10,800,11,250,229,73
6,15,0,850,1,43,58,159
6,15,1,850,2,53,81,170
6,15,2,850,3,62,140,203
6,15,3,850,4,62,156,214
6,15,4,850,5,138,203,86
6,15,5,850,6,255,216,71
6,15,6,850,7,251,225,71
6,15,7,850,8,251,227,72
6,15,8,850,9,250,229,73
6,15,9,850,10,250,229,71
6,15,10,850,11,250,229,71
6,16,0,900,1,45,60,160
6,16,1,900,2,53,79,169
6,16,2,900,3,58,127,195
6,16,3,900,4,63,137,202
6,16,4,900,5,100,197,117
6,16,5,900,6,255,209,70
6,16,6,900,7,252,221,70
6,16,7,900,8,251,225,71
6,16,8,900,9,251,225,71
6,16,9,900,10,250,229,71
6,16,10,900,11,250,229,71
6,17,0,950,1,45,60,160
6,17,1,950,2,53,78,169
6,17,2,950,3,57,118,191
6,17,3,950,4,61,133,200
6,17,4,950,5,76,196,153
6,17,5,950,6,255,194,71
6,17,6,950,7,255,218,71
6,17,7,950,8,253,224,72
6,17,8,950,9,251,225,71
6,17,9,950,10,250,229,73
6,17,10,950,11,250,229,73
7,0,0,100,1,56,88,175
7,0,1,100,2,54,193,206
7,0,2,100,3,255,171,59
7,0,3,100,4,253,224,72
7,0,4,100,5,255,153,60
7,0,5,100,6,255,202,70
7,0,6,100,7,255,196,71
7,0,7,100,8,255,184,71
7,0,8,100,9,255,196,71
7,0,9,100,10,255,205,69
7,0,10,100,11,255,206,70
7,1,0,150,1,57,91,176
7,1,1,150,2,52,186,223
7,1,2,150,3,255,190,71
7,1,3,150,4,255,209,71
7,1,4,150,5,255,184,71
7,1,5,150,6,255,192,70
7,1,6,150,7,253,132,49
7,1,7,150,8,255,184,71
7,1,8,150,9,255,183,72
7,1,9,150,10,255,204,70
7,1,10,150,11,253,222,69
7,2,0,200,1,58,94,177
7,2,1,200,2,54,175,225
7,2,2,200,3,255,184,71
7,2,3,200,4,255,202,70
7,2,4,200,5,255,216,71
7,2,5,200,6,255,198,71
7,2,6,200,7,255,183,72
7,2,7,200,8,233,186,56
7,2,8,200,9,228,186,56
7,2,9,200,10,215,189,57
7,2,10,200,11,183,197,63
7,3,0,250,1,57,95,179
7,3,1,250,2,59,164,219
7,3,2,250,3,235,186,57
7,3,3,250,4,255,200,71
7,3,4,250,5,255,212,71
7,3,5,250,6,255,184,71
7,3,6,250,7,238,186,58
7,3,7,250,8,175,199,66
7,3,8,250,9,233,186,56
7,3,9,250,10,236,186,57
7,3,10,250,11,239,186,58
7,4,0,300,1,58,98,180
7,4,1,300,2,63,147,208
7,4,2,300,3,208,191,58
7,4,3,300,4,255,209,71
7,4,4,300,5,255,218,71
7,4,5,300,6,255,196,71
7,4,6,300,7,246,184,61
7,4,7,300,8,175,199,66
7,4,8,300,9,183,197,63
7,4,9,300,10,208,191,58
7,4,10,300,11,255,183,68
7,5,0,350,1,58,98,180
7,5,1,350,2,61,129,197
7,5,2,350,3,211,191,58
7,5,3,350,4,248,229,74
7,5,4,350,5,250,229,73
7,5,5,350,6,255,202,70
7,5,6,350,7,254,183,67
7,5,7,350,8,225,188,57
7,5,8,350,9,163,201,70
7,5,9,350,10,186,196,63
7,5,10,350,11,255,192,70
7,6,0,400,1,60,100,181
7,6,1,400,2,58,119,191
7,6,2,400,3,208,191,58
7,6,3,400,4,249,230,74
7,6,4,400,5,248,230,78
7,6,5,400,6,255,209,71
7,6,6,400,7,254,183,67
7,6,7,400,8,219,190,56
7,6,8,400,9,186,196,63
7,6,9,400,10,172,200,66
7,6,10,400,11,255,184,71
7,7,0,450,1,60,102,182
7,7,1,450,2,58,106,184
7,7,2,450,3,167,200,68
7,7,3,450,4,248,230,78
7,7,4,450,5,248,230,75
7,7,5,450,6,255,205,69
7,7,6,450,7,251,183,65
7,7,7,450,8,228,186,56
7,7,8,450,9,193,194,61
7,7,9,450,10,122,200,97
7,7,10,450,11,205,192,58
7,8,0,500,1,60,104,183
7,8,1,500,2,58,94,177
7,8,2,500,3,128,201,93
7,8,3,500,4,248,229,74
7,8,4,500,5,250,229,73
7,8,5,500,6,255,205,69
7,8,6,500,7,236,186,57
7,8,7,500,8,236,186,57
7,8,8,500,9,222,187,56
7,8,9,500,10,112,198,107
7,8,10,500,11,228,186,56
7,9,0,550,1,60,104,183
7,9,1,550,2,55,87,174
7,9,2,550,3,108,198,109
7,9,3,550,4,248,229,74
7,9,4,550,5,248,229,74
7,9,5,550,6,255,213,71
7,9,6,550,7,239,186,58
7,9,7,550,8,228,186,56
7,9,8,550,9,215,189,57
7,9,9,550,10,107,198,111
7,9,10,550,11,107,198,111
7,10,0,600,1,57,105,183
7,10,1,600,2,53,81,170
7,10,2,600,3,95,197,124
7,10,3,600,4,250,229,73
7,10,4,600,5,250,229,73
7,10,5,600,6,255,218,71
7,10,6,600,7,244,184,60
7,10,7,600,8,244,184,60
7,10,8,600,9,244,184,60
7,10,9,600,10,130,201,90
7,10,10,600,11,128,201,93
7,11,0,650,1,59,107,184
7,11,1,650,2,53,79,169
7,11,2,650,3,89,196,131
7,11,3,650,4,253,222,69
7,11,4,650,5,250,229,73
7,11,5,650,6,248,229,74
7,11,6,650,7,255,184,71
7,11,7,650,8,255,183,72
7,11,8,650,9,249,183,63
7,11,9,650,10,98,197,120
7,11,10,650,11,146,204,83
7,12,0,700,1,58,108,185
7,12,1,700,2,49,71,166
7,12,2,700,3,76,196,153
7,12,3,700,4,255,217,70
7,12,4,700,5,251,227,72
7,12,5,700,6,248,230,76
7,12,6,700,7,255,188,72
7,12,7,700,8,255,191,70
7,12,8,700,9,255,190,71
7,12,9,700,10,135,202,88
7,12,10,700,11,163,201,70
7,13,0,750,1,58,109,186
7,13,1,750,2,44,61,160
7,13,2,750,3,65,196,179
7,13,3,750,4,79,196,143
7,13,4,750,5,253,222,69
7,13,5,750,6,248,230,76
7,13,6,750,7,255,201,70
7,13,7,750,8,255,201,70
7,13,8,750,9,255,201,70
7,13,9,750,10,177,198,64
7,13,10,750,11,157,202,72
7,14,0,800,1,57,110,187
7,14,1,800,2,43,58,159
7,14,2,800,3,56,194,197
7,14,3,800,4,69,197,171
7,14,4,800,5,255,218,71
7,14,5,800,6,248,230,76
7,14,6,800,7,255,204,70
7,14,7,800,8,255,206,70
7,14,8,800,9,255,205,69
7,14,9,800,10,189,196,63
7,14,10,800,11,193,194,61
7,15,0,850,1,57,112,188
7,15,1,850,2,42,55,157
7,15,2,850,3,52,191,212
7,15,3,850,4,54,193,206
7,15,4,850,5,255,192,70
7,15,5,850,6,248,230,78
7,15,6,850,7,255,196,71
7,15,7,850,8,255,212,71
7,15,8,850,9,255,209,70
7,15,9,850,10,193,194,61
7,15,10,850,11,189,196,63
7,16,0,900,1,57,114,189
7,16,1,900,2,39,50,154
7,16,2,900,3,54,183,225
7,16,3,900,4,54,185,223
7,16,4,900,5,251,183,65
7,16,5,900,6,249,230,74
7,16,6,900,7,255,200,71
7,16,7,900,8,254,219,71
7,16,8,900,9,255,218,71
7,16,9,900,10,219,190,56
7,16,10,900,11,222,187,56
7,17,0,950,1,57,117,191
7,17,1,950,2,39,50,154
7,17,2,950,3,52,178,228
7,17,3,950,4,52,182,227
7,17,4,950,5,225,188,57
7,17,5,950,6,248,230,76
7,17,6,950,7,255,192,70
7,17,7,950,8,251,225,71
7,17,8,950,9,251,225,70
7,17,9,950,10,244,184,60
7,17,10,950,11,219,190,57
8,0,0,100,1,54,175,225
8,0,1,100,2,67,197,174
8,0,2,100,3,83,90,159
8,0,3,100,4,254,183,67
8,0,4,100,5,249,230,74
8,0,5,100,6,248,230,78
8,0,6,100,7,248,230,76
8,0,7,100,8,248,230,76
8,0,8,100,9,253,224,72
8,0,9,100,10,255,206,71
8,0,10,100,11,255,212,71
8,1,0,150,1,58,165,219
8,1,1,150,2,67,197,174
8,1,2,150,3,57,91,176
8,1,3,150,4,196,193,60
8,1,4,150,5,248,229,74
8,1,5,150,6,248,229,74
8,1,6,150,7,248,229,74
8,1,7,150,8,251,225,71
8,1,8,150,9,250,229,71
8,1,9,150,10,250,229,73
8,1,10,150,11,248,227,71
8,2,0,200,1,63,152,211
8,2,1,200,2,60,196,188
8,2,2,200,3,55,87,174
8,2,3,200,4,189,196,63
8,2,4,200,5,254,219,72
8,2,5,200,6,255,217,70
8,2,6,200,7,253,224,72
8,2,7,200,8,253,222,69
8,2,8,200,9,255,206,70
8,2,9,200,10,255,212,71
8,2,10,200,11,254,208,70
8,3,0,250,1,62,139,203
8,3,1,250,2,55,195,195
8,3,2,250,3,58,94,177
8,3,3,250,4,51,187,219
8,3,4,250,5,74,196,157
8,3,5,250,6,255,194,71
8,3,6,250,7,255,204,70
8,3,7,250,8,255,212,71
8,3,8,250,9,255,204,70
8,3,9,250,10,255,202,70
8,3,10,250,11,255,183,72
8,4,0,300,1,61,129,197
8,4,1,300,2,52,191,210
8,4,2,300,3,57,105,183
8,4,3,300,4,58,163,218
8,4,4,300,5,58,165,219
8,4,5,300,6,225,188,57
8,4,6,300,7,239,186,58
8,4,7,300,8,255,188,72
8,4,8,300,9,255,184,71
8,4,9,300,10,255,187,72
8,4,10,300,11,249,182,72
8,5,0,350,1,59,124,194
8,5,1,350,2,52,191,212
8,5,2,350,3,58,98,180
8,5,3,350,4,56,170,223
8,5,4,350,5,58,108,185
8,5,5,350,6,233,186,56
8,5,6,350,7,228,186,56
8,5,7,350,8,255,183,70
8,5,8,350,9,255,213,71
8,5,9,350,10,255,209,71
8,5,10,350,11,255,187,72
8,6,0,400,1,58,119,191
8,6,1,400,2,52,190,213
8,6,2,400,3,43,58,159
8,6,3,400,4,61,196,185
8,6,4,400,5,61,196,185
8,6,5,400,6,228,186,56
8,6,6,400,7,254,183,67
8,6,7,400,8,254,183,67
8,6,8,400,9,255,188,72
8,6,9,400,10,255,191,70
8,6,10,400,11,249,180,72
8,7,0,450,1,57,114,189
8,7,1,450,2,53,189,220
8,7,2,450,3,39,50,154
8,7,3,450,4,59,128,196
8,7,4,450,5,57,95,179
8,7,5,450,6,138,203,86
8,7,6,450,7,183,197,63
8,7,7,450,8,167,200,68
8,7,8,450,9,255,184,71
8,7,9,450,10,228,186,56
8,7,10,450,11,196,193,60
8,8,0,500,1,58,112,188
8,8,1,500,2,53,187,220
8,8,2,500,3,53,79,169
8,8,3,500,4,58,106,184
8,8,4,500,5,46,66,162
8,8,5,500,6,74,196,157
8,8,6,500,7,135,202,88
8,8,7,500,8,128,201,93
8,8,8,500,9,255,191,71
8,8,9,500,10,255,187,72
8,8,10,500,11,235,180,58
8,9,0,550,1,59,107,184
8,9,1,550,2,52,186,223
8,9,2,550,3,58,102,182
8,9,3,550,4,58,101,181
8,9,4,550,5,39,50,154
8,9,5,550,6,58,167,221
8,9,6,550,7,102,197,113
8,9,7,550,8,108,198,109
8,9,8,550,9,172,200,65
8,9,9,550,10,255,184,71
8,9,10,550,11,244,183,60
8,10,0,600,1,58,105,183
8,10,1,600,2,53,187,220
8,10,2,600,3,58,108,185
8,10,3,600,4,58,109,186
8,10,4,600,5,49,71,166
8,10,5,600,6,61,133,200
8,10,6,600,7,107,198,111
8,10,7,600,8,142,203,83
8,10,8,600,9,193,194,62
8,10,9,600,10,255,184,72
8,10,10,600,11,239,183,58
8,11,0,650,1,58,102,182
8,11,1,650,2,53,187,220
8,11,2,650,3,57,110,187
8,11,3,650,4,57,112,188
8,11,4,650,5,52,76,168
8,11,5,650,6,54,83,171
8,11,6,650,7,74,196,157
8,11,7,650,8,78,196,149
8,11,8,650,9,102,197,115
8,11,9,650,10,222,187,56
8,11,10,650,11,152,202,75
8,12,0,700,1,60,100,181
8,12,1,700,2,52,186,223
8,12,2,700,3,57,110,187
8,12,3,700,4,57,118,191
8,12,4,700,5,53,81,170
8,12,5,700,6,55,87,174
8,12,6,700,7,58,196,190
8,12,7,700,8,67,197,174
8,12,8,700,9,93,196,129
8,12,9,700,10,233,186,56
8,12,10,700,11,228,182,56
8,13,0,750,1,58,98,180
8,13,1,750,2,52,182,227
8,13,2,750,3,58,112,188
8,13,3,750,4,58,119,191
8,13,4,750,5,53,81,170
8,13,5,750,6,56,86,174
8,13,6,750,7,53,181,227
8,13,7,750,8,65,197,177
8,13,8,750,9,72,196,163
8,13,9,750,10,215,189,57
8,13,10,750,11,228,185,56
8,14,0,800,1,58,94,177
8,14,1,800,2,52,182,227
8,14,2,800,3,58,115,189
8,14,3,800,4,57,122,194
8,14,4,800,5,55,85,173
8,14,5,800,6,55,87,174
8,14,6,800,7,54,175,225
8,14,7,800,8,52,178,228
8,14,8,800,9,51,187,219
8,14,9,800,10,160,201,71
8,14,10,800,11,137,199,84
8,15,0,850,1,58,92,176
8,15,1,850,2,53,181,227
8,15,2,850,3,58,119,191
8,15,3,850,4,58,127,196
8,15,4,850,5,58,90,175
8,15,5,850,6,57,91,176
8,15,6,850,7,60,161,217
8,15,7,850,8,52,182,227
8,15,8,850,9,52,189,217
8,15,9,850,10,120,200,100
8,15,10,850,11,155,202,72
8,16,0,900,1,58,90,175
8,16,1,900,2,52,178,228
8,16,2,900,3,59,120,192
8,16,3,900,4,62,140,203
8,16,4,900,5,58,90,175
8,16,5,900,6,57,91,176
8,16,6,900,7,54,81,169
8,16,7,900,8,58,163,218
8,16,8,900,9,54,186,223
8,16,9,900,10,93,197,126
8,16,10,900,11,121,196,95
8,17,0,950,1,55,87,174
8,17,1,950,2,54,175,225
8,17,2,950,3,57,118,191
8,17,3,950,4,56,171,223
8,17,4,950,5,58,94,177
8,17,5,950,6,58,94,177
8,17,6,950,7,57,95,179
8,17,7,950,8,58,165,219
8,17,8,950,9,56,175,226
8,17,9,950,10,91,196,129
8,17,10,950,11,98,197,120
